metric_item_label,metric_cat_label,metric_subcat_label,metric_item_label_subtitle,metric_cat_item_yaxis_label,metric_source_desc_label_fn,metric_source_desc_label_url_fn,geo_label_city,geo_label_state,geo_label_citystate,geo_fips_code,value,date_label,geo_label_proxy_or_real,geo_label_proxy_footnote,geo_fips_desc,date_label_proxy_or_real,date_label_proxy_footnote,value_ci_flag_yesno,value_95_ci_low,value_95_ci_high,value_90_ci_low,value_90_ci_high,geo_strata_region,geo_strata_poverty,geo_strata_Population,geo_strata_PopDensity,geo_strata_Segregation,strata_race_label,strata_sex_label,strata_race_sex_label
Breast Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from breast cancer in females (per 100,000 population, age-adjusted)","Per 100,000 females","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,14.51058381,2017,real,,place,real,,yes,6.834677585,28.58225007,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Both,
Breast Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from breast cancer in females (per 100,000 population, age-adjusted)","Per 100,000 females","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,22.82614417,2015,real,,place,real,,yes,20.18367365,25.76047058,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),All,Both,
Breast Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from breast cancer in females (per 100,000 population, age-adjusted)","Per 100,000 females","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,21.5099453,2015,real,,place,real,,yes,18.0997027,25.46113717,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Both,
Breast Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from breast cancer in females (per 100,000 population, age-adjusted)","Per 100,000 females","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,27.96415387,2021,real,,place,real,,yes,22.32003851,34.78833807,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Both,
Breast Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from breast cancer in females (per 100,000 population, age-adjusted)","Per 100,000 females","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,18.62924311,2016,real,,place,real,,yes,15.54730644,22.24318258,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Both,
Breast Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from breast cancer in females (per 100,000 population, age-adjusted)","Per 100,000 females","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,17.28567325,2017,real,,place,real,,yes,14.30599829,20.79742438,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Both,
Breast Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from breast cancer in females (per 100,000 population, age-adjusted)","Per 100,000 females","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,28.68600506,2020,real,,place,real,,yes,23.9404336,34.21577486,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Both,
Breast Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from breast cancer in females (per 100,000 population, age-adjusted)","Per 100,000 females","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,20.72319223,2011,real,,place,real,,yes,17.25580806,24.7479759,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Both,
Breast Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from breast cancer in females (per 100,000 population, age-adjusted)","Per 100,000 females","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,18.88712569,2019,real,,place,real,,yes,16.59592785,21.43225851,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),All,Both,
Breast Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from breast cancer in females (per 100,000 population, age-adjusted)","Per 100,000 females","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,19.17495231,2017,real,,place,real,,yes,16.82483281,21.79607319,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),All,Both,
Breast Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from breast cancer in females (per 100,000 population, age-adjusted)","Per 100,000 females","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,21.95921487,2010,real,,place,real,,yes,17.63749088,27.11703224,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Both,
Breast Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from breast cancer in females (per 100,000 population, age-adjusted)","Per 100,000 females","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,20.63743475,2016,real,,place,real,,yes,18.16282135,23.3952221,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),All,Both,
Breast Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from breast cancer in females (per 100,000 population, age-adjusted)","Per 100,000 females","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,17.03572655,2021,real,,place,real,,yes,13.42973877,21.47064926,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Both,
Breast Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from breast cancer in females (per 100,000 population, age-adjusted)","Per 100,000 females","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,18.30935693,2018,real,,place,real,,yes,16.0492562,20.82491029,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),All,Both,
Breast Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from breast cancer in females (per 100,000 population, age-adjusted)","Per 100,000 females","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,23.96273162,2014,real,,place,real,,yes,21.19011612,27.03985643,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),All,Both,
Breast Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from breast cancer in females (per 100,000 population, age-adjusted)","Per 100,000 females","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,21.90872324,2013,real,,place,real,,yes,19.23397452,24.89706871,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),All,Both,
Breast Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from breast cancer in females (per 100,000 population, age-adjusted)","Per 100,000 females","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,26.11811567,2019,real,,place,real,,yes,21.67403924,31.33052483,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Both,
Breast Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from breast cancer in females (per 100,000 population, age-adjusted)","Per 100,000 females","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,23.40880647,2014,real,,place,real,,yes,19.7819915,27.58015447,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Both,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,32.44065914,2021,real,,place,real,,yes,27.47552104,38.15009099,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Both,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,39.09301709,2012,real,,place,real,,yes,36.18730353,42.18907873,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),All,Both,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,37.36807906,2013,real,,place,real,,yes,34.55878324,40.3659862,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),All,Both,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,13.59718988,2012,real,,place,real,,yes,5.525571913,31.22066239,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Both,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,35.11250946,2020,real,,place,real,,yes,30.79400045,39.93318396,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Both,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,42.75838113,2011,real,,place,real,,yes,39.6825217,46.02905928,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),All,Both,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,34.39100875,2019,real,,place,real,,yes,30.1046161,39.18026376,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Both,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,35.75807074,2018,real,,place,real,,yes,31.26357445,40.80782405,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Both,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,45.78509258,2010,real,,place,real,,yes,41.86471124,50.00466613,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),All,Both,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,36.87628953,2017,real,,place,real,,yes,32.21700872,42.1444404,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Both,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,39.93277249,2016,real,,place,real,,yes,34.98946233,45.52188979,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Both,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,40.80761119,2014,real,,place,real,,yes,35.68290215,46.64117058,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Both,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,47.064735,2012,real,,place,real,,yes,41.07601373,53.84670535,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Both,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,60.66411375,2010,real,,place,real,,yes,52.25664693,70.21248342,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Both,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,24.685774,2021,real,,place,real,,yes,21.45146223,28.32754037,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Both,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,24.22890142,2020,real,,place,real,,yes,21.59531371,27.13179289,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Both,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,23.93527412,2014,real,,place,real,,yes,10.48837762,53.22086396,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Male,Asian/PI Male
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,33.6853529,2016,real,,place,real,,yes,30.46165782,37.18600935,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Both,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,29.5138234,2011,real,,place,real,,yes,14.40175577,56.21281865,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Male,Asian/PI Male
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,38.23154094,2021,real,,place,real,,yes,16.17223212,80.62915758,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Male,Hispanic Male
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,30.74979949,2020,real,,place,real,,yes,13.85662559,62.47961637,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Male,Hispanic Male
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,38.7708125,2012,real,,place,real,,yes,35.14776239,42.68257424,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Both,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,38.91798164,2021,real,,place,real,,yes,30.38901732,49.65563017,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Male,Black Male
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,45.44900472,2019,real,,place,real,,yes,37.31717922,55.05853636,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Male,Black Male
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,23.89826899,2020,real,,place,real,,yes,21.28885868,26.76528807,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),All,Female,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,70.07272743,2012,real,,place,real,,yes,57.25756517,86.0149115,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Male,Black Male
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,26.30559706,2021,real,,place,real,,yes,21.34700862,32.17881318,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Male,White Male
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,26.79487159,2016,real,,place,real,,yes,23.88815159,29.9919389,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),All,Female,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,39.85560086,2017,real,,place,real,,yes,34.49079175,45.88358113,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Male,White Male
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,34.00852524,2018,real,,place,real,,yes,29.12330895,39.54896037,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Male,White Male
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,30.56178626,2019,real,,place,real,,yes,25.97937451,35.79224178,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Male,White Male
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,23.77639934,2018,real,,place,real,,yes,21.12133435,26.69386886,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),All,Female,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,85.52437821,2011,real,,place,real,,yes,71.80491629,101.8020483,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Male,Black Male
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,57.68493556,2015,real,,place,real,,yes,47.37759846,70.97899366,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Male,Black Male
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,43.61556868,2015,real,,place,real,,yes,37.85403376,50.07525092,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Male,White Male
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,41.82861049,2010,real,,place,real,,yes,37.19633645,46.89802663,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Both,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,39.90689941,2020,real,,place,real,,yes,32.6540878,48.60444491,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Male,Black Male
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,36.82088695,2014,real,,place,real,,yes,33.36866947,40.55373714,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Both,
Lung Cancer Deaths,Chronic Health Conditions,Cancer,"Deaths from lung cancer (per 100,000 population, age-adjusted)","Per 100,000","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,34.59545941,2015,real,,place,real,,yes,31.28054067,38.19034837,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Both,
